"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001654","BP","GO:0001654","eye development","54/1636","433/21288",0.000291292239668907,0.0103198172379087,0.0088773018633403,"ENSG00000117122/ENSG00000158055/ENSG00000162599/ENSG00000185630/ENSG00000134376/ENSG00000143995/ENSG00000154764/ENSG00000151090/ENSG00000077092/ENSG00000163513/ENSG00000114251/ENSG00000177707/ENSG00000154928/ENSG00000075711/ENSG00000128052/ENSG00000150625/ENSG00000218336/ENSG00000083857/ENSG00000153395/ENSG00000132915/ENSG00000174705/ENSG00000112715/ENSG00000146555/ENSG00000106571/ENSG00000146648/ENSG00000127928/ENSG00000104237/ENSG00000178764/ENSG00000106688/ENSG00000147862/ENSG00000198963/ENSG00000135049/ENSG00000106689/ENSG00000050555/ENSG00000099250/ENSG00000091664/ENSG00000182704/ENSG00000137474/ENSG00000111186/ENSG00000151067/ENSG00000139174/ENSG00000132932/ENSG00000187498/ENSG00000092200/ENSG00000128918/ENSG00000103494/ENSG00000168610/ENSG00000069188/ENSG00000101680/ENSG00000101489/ENSG00000171791/ENSG00000101144/ENSG00000171587/ENSG00000133424",54
"GO:0034204","BP","GO:0034204","lipid translocation","14/1636","64/21288",0.000293771497208514,0.0103359324937563,0.00889116451104677,"ENSG00000124406/ENSG00000145246/ENSG00000049656/ENSG00000118322/ENSG00000171044/ENSG00000206579/ENSG00000165029/ENSG00000134343/ENSG00000089041/ENSG00000132932/ENSG00000206190/ENSG00000081923/ENSG00000166377/ENSG00000054793",14
"GO:0008306","BP","GO:0008306","associative learning","18/1636","95/21288",0.000295262142314412,0.0103359324937563,0.00889116451104677,"ENSG00000116147/ENSG00000138031/ENSG00000115353/ENSG00000158258/ENSG00000284762/ENSG00000113231/ENSG00000189056/ENSG00000183117/ENSG00000106688/ENSG00000123454/ENSG00000162105/ENSG00000198673/ENSG00000100600/ENSG00000186297/ENSG00000183454/ENSG00000161681/ENSG00000132639/ENSG00000142192",18
"GO:0034331","BP","GO:0034331","cell junction maintenance","12/1636","50/21288",0.000316768640177823,0.0110231738040578,0.0094823424770764,"ENSG00000183853/ENSG00000187672/ENSG00000075711/ENSG00000135298/ENSG00000221866/ENSG00000170873/ENSG00000175029/ENSG00000166689/ENSG00000162105/ENSG00000082805/ENSG00000105649/ENSG00000161681",12
"GO:0086005","BP","GO:0086005","ventricular cardiac muscle cell action potential","10/1636","37/21288",0.000355142605553651,0.012285845078006,0.0105685161751755,"ENSG00000198929/ENSG00000198626/ENSG00000162989/ENSG00000075711/ENSG00000145362/ENSG00000183230/ENSG00000053918/ENSG00000151067/ENSG00000134755/ENSG00000049759",10
"GO:0150063","BP","GO:0150063","visual system development","54/1636","437/21288",0.000365415639040946,0.0125673062760222,0.0108106344181643,"ENSG00000117122/ENSG00000158055/ENSG00000162599/ENSG00000185630/ENSG00000134376/ENSG00000143995/ENSG00000154764/ENSG00000151090/ENSG00000077092/ENSG00000163513/ENSG00000114251/ENSG00000177707/ENSG00000154928/ENSG00000075711/ENSG00000128052/ENSG00000150625/ENSG00000218336/ENSG00000083857/ENSG00000153395/ENSG00000132915/ENSG00000174705/ENSG00000112715/ENSG00000146555/ENSG00000106571/ENSG00000146648/ENSG00000127928/ENSG00000104237/ENSG00000178764/ENSG00000106688/ENSG00000147862/ENSG00000198963/ENSG00000135049/ENSG00000106689/ENSG00000050555/ENSG00000099250/ENSG00000091664/ENSG00000182704/ENSG00000137474/ENSG00000111186/ENSG00000151067/ENSG00000139174/ENSG00000132932/ENSG00000187498/ENSG00000092200/ENSG00000128918/ENSG00000103494/ENSG00000168610/ENSG00000069188/ENSG00000101680/ENSG00000101489/ENSG00000171791/ENSG00000101144/ENSG00000171587/ENSG00000133424",54
"GO:0001657","BP","GO:0001657","ureteric bud development","19/1636","105/21288",0.000375174039875337,0.0126387580589326,0.0108720985924754,"ENSG00000185630/ENSG00000162849/ENSG00000077092/ENSG00000185008/ENSG00000075711/ENSG00000145147/ENSG00000168743/ENSG00000170365/ENSG00000112715/ENSG00000164619/ENSG00000106571/ENSG00000104313/ENSG00000066468/ENSG00000085741/ENSG00000153976/ENSG00000125430/ENSG00000171791/ENSG00000105696/ENSG00000101144",19
"GO:0007200","BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","19/1636","105/21288",0.000375174039875337,0.0126387580589326,0.0108720985924754,"ENSG00000133019/ENSG00000138039/ENSG00000115353/ENSG00000150995/ENSG00000144891/ENSG00000152413/ENSG00000137252/ENSG00000152822/ENSG00000091831/ENSG00000120907/ENSG00000156049/ENSG00000138193/ENSG00000131620/ENSG00000168959/ENSG00000151746/ENSG00000109062/ENSG00000187474/ENSG00000171873/ENSG00000182621",19
"GO:0021761","BP","GO:0021761","limbic system development","23/1636","139/21288",0.000376089552850401,0.0126387580589326,0.0108720985924754,"ENSG00000085998/ENSG00000173406/ENSG00000162761/ENSG00000171094/ENSG00000118257/ENSG00000082701/ENSG00000145242/ENSG00000173376/ENSG00000164305/ENSG00000172201/ENSG00000164600/ENSG00000106571/ENSG00000170381/ENSG00000105810/ENSG00000189056/ENSG00000174469/ENSG00000099250/ENSG00000066468/ENSG00000182704/ENSG00000149571/ENSG00000007168/ENSG00000105426/ENSG00000133424",23
"GO:0031644","BP","GO:0031644","regulation of nervous system process","23/1636","139/21288",0.000376089552850401,0.0126387580589326,0.0108720985924754,"ENSG00000067606/ENSG00000184454/ENSG00000116147/ENSG00000134324/ENSG00000179915/ENSG00000154764/ENSG00000114279/ENSG00000112367/ENSG00000152822/ENSG00000189056/ENSG00000198010/ENSG00000148498/ENSG00000149256/ENSG00000273079/ENSG00000084112/ENSG00000183092/ENSG00000117971/ENSG00000183454/ENSG00000170579/ENSG00000101489/ENSG00000105464/ENSG00000161681/ENSG00000142192",23
"GO:0003151","BP","GO:0003151","outflow tract morphogenesis","16/1636","81/21288",0.000386205923493836,0.0128096614292696,0.0110191129022221,"ENSG00000069702/ENSG00000118257/ENSG00000163513/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000168214/ENSG00000112715/ENSG00000049540/ENSG00000104313/ENSG00000099250/ENSG00000066468/ENSG00000085741/ENSG00000139174/ENSG00000101144/ENSG00000184058",16
"GO:0051146","BP","GO:0051146","striated muscle cell differentiation","44/1636","337/21288",0.00038637480884702,0.0128096614292696,0.0110191129022221,"ENSG00000142661/ENSG00000134247/ENSG00000143473/ENSG00000185420/ENSG00000183023/ENSG00000143995/ENSG00000115641/ENSG00000077092/ENSG00000138814/ENSG00000164305/ENSG00000123213/ENSG00000152413/ENSG00000170624/ENSG00000134516/ENSG00000111913/ENSG00000112715/ENSG00000135298/ENSG00000048052/ENSG00000105971/ENSG00000105887/ENSG00000120907/ENSG00000157168/ENSG00000136830/ENSG00000185532/ENSG00000148848/ENSG00000150760/ENSG00000129170/ENSG00000139174/ENSG00000151320/ENSG00000140416/ENSG00000196557/ENSG00000103335/ENSG00000008294/ENSG00000184009/ENSG00000170558/ENSG00000134775/ENSG00000198796/ENSG00000171791/ENSG00000105388/ENSG00000024422/ENSG00000101096/ENSG00000184058/ENSG00000133454/ENSG00000133424",44
"GO:0021602","BP","GO:0021602","cranial nerve morphogenesis","9/1636","31/21288",0.00038988767145711,0.0128096614292696,0.0110191129022221,"ENSG00000177301/ENSG00000118257/ENSG00000154928/ENSG00000106571/ENSG00000075213/ENSG00000221866/ENSG00000099250/ENSG00000081923/ENSG00000184058",9
"GO:1901185","BP","GO:1901185","negative regulation of ERBB signaling pathway","9/1636","31/21288",0.00038988767145711,0.0128096614292696,0.0110191129022221,"ENSG00000072135/ENSG00000075785/ENSG00000213949/ENSG00000146648/ENSG00000136848/ENSG00000182985/ENSG00000129515/ENSG00000100600/ENSG00000176108",9
"GO:0009100","BP","GO:0009100","glycoprotein metabolic process","51/1636","408/21288",0.000400673059268192,0.013090879230868,0.0112610217710113,"ENSG00000116288/ENSG00000085998/ENSG00000117069/ENSG00000172339/ENSG00000170340/ENSG00000187605/ENSG00000115525/ENSG00000152127/ENSG00000172318/ENSG00000135916/ENSG00000063660/ENSG00000154252/ENSG00000073849/ENSG00000109323/ENSG00000164100/ENSG00000174473/ENSG00000151388/ENSG00000164574/ENSG00000111817/ENSG00000111962/ENSG00000214960/ENSG00000147408/ENSG00000137573/ENSG00000123908/ENSG00000137033/ENSG00000119514/ENSG00000148488/ENSG00000122863/ENSG00000148737/ENSG00000110328/ENSG00000110080/ENSG00000133687/ENSG00000139219/ENSG00000179104/ENSG00000171310/ENSG00000110917/ENSG00000182870/ENSG00000136152/ENSG00000185352/ENSG00000136378/ENSG00000140557/ENSG00000140479/ENSG00000103489/ENSG00000182601/ENSG00000153976/ENSG00000125430/ENSG00000171791/ENSG00000178904/ENSG00000124302/ENSG00000182621/ENSG00000133424",51
"GO:0099175","BP","GO:0099175","regulation of postsynapse organization","20/1636","114/21288",0.000406372387057585,0.013203734852407,0.0113581023099666,"ENSG00000162946/ENSG00000119878/ENSG00000118257/ENSG00000154764/ENSG00000114251/ENSG00000083937/ENSG00000152208/ENSG00000152413/ENSG00000111859/ENSG00000189056/ENSG00000091129/ENSG00000153707/ENSG00000169071/ENSG00000128805/ENSG00000162105/ENSG00000273079/ENSG00000007168/ENSG00000170558/ENSG00000105426/ENSG00000156299",20
"GO:0001738","BP","GO:0001738","morphogenesis of a polarized epithelium","14/1636","66/21288",0.000411214858790638,0.0132876625524601,0.0114302985040359,"ENSG00000196581/ENSG00000158055/ENSG00000178568/ENSG00000114251/ENSG00000083857/ENSG00000170927/ENSG00000148219/ENSG00000137693/ENSG00000103494/ENSG00000007168/ENSG00000109062/ENSG00000184009/ENSG00000101680/ENSG00000075275",14
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","19/1636","106/21288",0.000424736947985012,0.0134499776129571,0.0115699249873136,"ENSG00000185630/ENSG00000162849/ENSG00000077092/ENSG00000185008/ENSG00000075711/ENSG00000145147/ENSG00000168743/ENSG00000170365/ENSG00000112715/ENSG00000164619/ENSG00000106571/ENSG00000104313/ENSG00000066468/ENSG00000085741/ENSG00000153976/ENSG00000125430/ENSG00000171791/ENSG00000105696/ENSG00000101144",19
"GO:0072164","BP","GO:0072164","mesonephric tubule development","19/1636","106/21288",0.000424736947985012,0.0134499776129571,0.0115699249873136,"ENSG00000185630/ENSG00000162849/ENSG00000077092/ENSG00000185008/ENSG00000075711/ENSG00000145147/ENSG00000168743/ENSG00000170365/ENSG00000112715/ENSG00000164619/ENSG00000106571/ENSG00000104313/ENSG00000066468/ENSG00000085741/ENSG00000153976/ENSG00000125430/ENSG00000171791/ENSG00000105696/ENSG00000101144",19
"GO:0048880","BP","GO:0048880","sensory system development","55/1636","450/21288",0.000424939343341011,0.0134499776129571,0.0115699249873136,"ENSG00000117122/ENSG00000158055/ENSG00000162599/ENSG00000185630/ENSG00000134376/ENSG00000143995/ENSG00000154764/ENSG00000151090/ENSG00000077092/ENSG00000163513/ENSG00000114251/ENSG00000177707/ENSG00000154928/ENSG00000075711/ENSG00000128052/ENSG00000150625/ENSG00000218336/ENSG00000083857/ENSG00000153395/ENSG00000132915/ENSG00000174705/ENSG00000112715/ENSG00000146555/ENSG00000106571/ENSG00000146648/ENSG00000075213/ENSG00000127928/ENSG00000104237/ENSG00000178764/ENSG00000106688/ENSG00000147862/ENSG00000198963/ENSG00000135049/ENSG00000106689/ENSG00000050555/ENSG00000099250/ENSG00000091664/ENSG00000182704/ENSG00000137474/ENSG00000111186/ENSG00000151067/ENSG00000139174/ENSG00000132932/ENSG00000187498/ENSG00000092200/ENSG00000128918/ENSG00000103494/ENSG00000168610/ENSG00000069188/ENSG00000101680/ENSG00000101489/ENSG00000171791/ENSG00000101144/ENSG00000171587/ENSG00000133424",55
"GO:0043583","BP","GO:0043583","ear development","34/1636","241/21288",0.000425386130931817,0.0134499776129571,0.0115699249873136,"ENSG00000117298/ENSG00000158055/ENSG00000117600/ENSG00000116132/ENSG00000042781/ENSG00000125629/ENSG00000071909/ENSG00000114251/ENSG00000168214/ENSG00000164199/ENSG00000112175/ENSG00000164619/ENSG00000106571/ENSG00000104313/ENSG00000150275/ENSG00000107736/ENSG00000066468/ENSG00000053918/ENSG00000182704/ENSG00000137474/ENSG00000139219/ENSG00000111052/ENSG00000132932/ENSG00000186297/ENSG00000103494/ENSG00000007168/ENSG00000065320/ENSG00000109062/ENSG00000168234/ENSG00000081923/ENSG00000171791/ENSG00000184058/ENSG00000100030/ENSG00000186716",34
"GO:0008360","BP","GO:0008360","regulation of cell shape","25/1636","158/21288",0.000432193667281733,0.0135921441565983,0.011692219335525,"ENSG00000162493/ENSG00000163554/ENSG00000163171/ENSG00000075711/ENSG00000128052/ENSG00000138771/ENSG00000145715/ENSG00000112715/ENSG00000146376/ENSG00000122545/ENSG00000170381/ENSG00000128585/ENSG00000221866/ENSG00000164741/ENSG00000187764/ENSG00000148468/ENSG00000186635/ENSG00000139132/ENSG00000136040/ENSG00000273749/ENSG00000206190/ENSG00000140416/ENSG00000109062/ENSG00000082397/ENSG00000188677",25
"GO:0051899","BP","GO:0051899","membrane depolarization","18/1636","98/21288",0.000438711077131028,0.0137237225776999,0.0118054055805807,"ENSG00000067606/ENSG00000116288/ENSG00000183023/ENSG00000144285/ENSG00000185313/ENSG00000157388/ENSG00000128052/ENSG00000145362/ENSG00000145349/ENSG00000184156/ENSG00000165995/ENSG00000151150/ENSG00000151067/ENSG00000089041/ENSG00000117971/ENSG00000070729/ENSG00000049759/ENSG00000171791",18
"GO:0007157","BP","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","13/1636","59/21288",0.000444167284226994,0.0137561814181458,0.0118333272887012,"ENSG00000117154/ENSG00000188404/ENSG00000134376/ENSG00000177707/ENSG00000152208/ENSG00000218336/ENSG00000145934/ENSG00000153707/ENSG00000149256/ENSG00000182985/ENSG00000170558/ENSG00000105388/ENSG00000179242",13
"GO:1901379","BP","GO:1901379","regulation of potassium ion transmembrane transport","17/1636","90/21288",0.000446533354878608,0.0137561814181458,0.0118333272887012,"ENSG00000162494/ENSG00000198929/ENSG00000182901/ENSG00000175497/ENSG00000157388/ENSG00000075711/ENSG00000185774/ENSG00000145362/ENSG00000080709/ENSG00000182132/ENSG00000130226/ENSG00000151150/ENSG00000053918/ENSG00000129159/ENSG00000151320/ENSG00000069869/ENSG00000049759",17
"GO:0021955","BP","GO:0021955","central nervous system neuron axonogenesis","10/1636","38/21288",0.00044910505565108,0.0137561814181458,0.0118333272887012,"ENSG00000154928/ENSG00000145147/ENSG00000214944/ENSG00000221866/ENSG00000147862/ENSG00000182704/ENSG00000133083/ENSG00000140937/ENSG00000007168/ENSG00000160460",10
"GO:0048841","BP","GO:0048841","regulation of axon extension involved in axon guidance","10/1636","38/21288",0.00044910505565108,0.0137561814181458,0.0118333272887012,"ENSG00000114251/ENSG00000092421/ENSG00000112715/ENSG00000170381/ENSG00000075213/ENSG00000221866/ENSG00000187764/ENSG00000099250/ENSG00000137872/ENSG00000171587",10
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","34/1636","242/21288",0.000459182526262546,0.0139919815386012,0.0120361670096416,"ENSG00000067606/ENSG00000196581/ENSG00000162493/ENSG00000162946/ENSG00000205221/ENSG00000163539/ENSG00000082701/ENSG00000073849/ENSG00000128052/ENSG00000168743/ENSG00000173376/ENSG00000164176/ENSG00000145715/ENSG00000111859/ENSG00000112715/ENSG00000170927/ENSG00000135218/ENSG00000170381/ENSG00000105810/ENSG00000091879/ENSG00000164741/ENSG00000169499/ENSG00000107104/ENSG00000148484/ENSG00000099250/ENSG00000150760/ENSG00000151490/ENSG00000102606/ENSG00000140945/ENSG00000141503/ENSG00000184009/ENSG00000171791/ENSG00000100034/ENSG00000077942",34
"GO:0030323","BP","GO:0030323","respiratory tube development","31/1636","214/21288",0.000473107310461776,0.0143419798599263,0.0123372421816565,"ENSG00000078900/ENSG00000162493/ENSG00000133048/ENSG00000151090/ENSG00000163513/ENSG00000114251/ENSG00000168214/ENSG00000128052/ENSG00000132842/ENSG00000170482/ENSG00000087116/ENSG00000112715/ENSG00000106305/ENSG00000106571/ENSG00000146648/ENSG00000147862/ENSG00000099139/ENSG00000197859/ENSG00000066468/ENSG00000085741/ENSG00000149196/ENSG00000137693/ENSG00000128918/ENSG00000103811/ENSG00000154099/ENSG00000141519/ENSG00000101680/ENSG00000105649/ENSG00000159263/ENSG00000100030/ENSG00000075275",31
"GO:0099566","BP","GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","5/1636","10/21288",0.00048357455454373,0.0145841125911368,0.0125455293340738,"ENSG00000150995/ENSG00000114251/ENSG00000155511/ENSG00000152822/ENSG00000168959",5
"GO:0021885","BP","GO:0021885","forebrain cell migration","15/1636","75/21288",0.000505887188423879,0.0151791967098002,0.0130574319418107,"ENSG00000173406/ENSG00000116147/ENSG00000162946/ENSG00000169855/ENSG00000145147/ENSG00000106571/ENSG00000146648/ENSG00000189056/ENSG00000136848/ENSG00000108175/ENSG00000185737/ENSG00000092445/ENSG00000205336/ENSG00000007168/ENSG00000125505",15
"GO:0070593","BP","GO:0070593","dendrite self-avoidance","6/1636","15/21288",0.000556951466044365,0.0166265562020655,0.0143024779364639,"ENSG00000120332/ENSG00000144619/ENSG00000129116/ENSG00000177103/ENSG00000154133/ENSG00000171587",6
"GO:0048384","BP","GO:0048384","retinoic acid receptor signaling pathway","10/1636","39/21288",0.000562807167759895,0.0167165098666462,0.0143798577791284,"ENSG00000143171/ENSG00000196482/ENSG00000132170/ENSG00000151090/ENSG00000077092/ENSG00000196139/ENSG00000175029/ENSG00000128918/ENSG00000198597/ENSG00000184058",10
"GO:0098900","BP","GO:0098900","regulation of action potential","14/1636","68/21288",0.000566531756817048,0.0167425792052315,0.0144022831169676,"ENSG00000198929/ENSG00000198626/ENSG00000115353/ENSG00000114279/ENSG00000075711/ENSG00000145362/ENSG00000145349/ENSG00000135218/ENSG00000120907/ENSG00000184156/ENSG00000183230/ENSG00000151067/ENSG00000134755/ENSG00000158445",14
"GO:0048839","BP","GO:0048839","inner ear development","30/1636","207/21288",0.000574149424011418,0.0168828638130557,0.0145229585884151,"ENSG00000158055/ENSG00000117600/ENSG00000116132/ENSG00000042781/ENSG00000125629/ENSG00000071909/ENSG00000114251/ENSG00000168214/ENSG00000164199/ENSG00000164619/ENSG00000106571/ENSG00000104313/ENSG00000150275/ENSG00000107736/ENSG00000066468/ENSG00000053918/ENSG00000182704/ENSG00000137474/ENSG00000139219/ENSG00000111052/ENSG00000132932/ENSG00000186297/ENSG00000103494/ENSG00000007168/ENSG00000065320/ENSG00000109062/ENSG00000168234/ENSG00000081923/ENSG00000184058/ENSG00000186716",30
"GO:0042310","BP","GO:0042310","vasoconstriction","17/1636","92/21288",0.000582068359971252,0.0170305672885121,0.0146500159100384,"ENSG00000117298/ENSG00000133019/ENSG00000183023/ENSG00000115353/ENSG00000144668/ENSG00000144891/ENSG00000275163/ENSG00000197584/ENSG00000146648/ENSG00000128512/ENSG00000120907/ENSG00000165124/ENSG00000123454/ENSG00000087245/ENSG00000108405/ENSG00000108684/ENSG00000171873",17
"GO:0009247","BP","GO:0009247","glycolipid biosynthetic process","16/1636","84/21288",0.000590222305711605,0.0171836503954948,0.0147817008923917,"ENSG00000117069/ENSG00000143315/ENSG00000135845/ENSG00000115525/ENSG00000172318/ENSG00000154252/ENSG00000163964/ENSG00000119227/ENSG00000148488/ENSG00000110080/ENSG00000069943/ENSG00000140557/ENSG00000103089/ENSG00000197563/ENSG00000133424/ENSG00000100422",16
"GO:0048863","BP","GO:0048863","stem cell differentiation","36/1636","265/21288",0.000604139695421478,0.0174603668553208,0.0150197376218995,"ENSG00000057935/ENSG00000118257/ENSG00000178568/ENSG00000154764/ENSG00000163513/ENSG00000082701/ENSG00000168214/ENSG00000150625/ENSG00000145743/ENSG00000092421/ENSG00000091831/ENSG00000157927/ENSG00000170381/ENSG00000075213/ENSG00000105810/ENSG00000091127/ENSG00000157168/ENSG00000187764/ENSG00000119403/ENSG00000099250/ENSG00000066468/ENSG00000137693/ENSG00000134532/ENSG00000139174/ENSG00000170374/ENSG00000137872/ENSG00000185634/ENSG00000128918/ENSG00000108671/ENSG00000168610/ENSG00000153944/ENSG00000170558/ENSG00000171791/ENSG00000101144/ENSG00000184058/ENSG00000100030",36
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","28/1636","189/21288",0.000605664825452378,0.0174603668553208,0.0150197376218995,"ENSG00000183023/ENSG00000153253/ENSG00000144285/ENSG00000138411/ENSG00000131389/ENSG00000185313/ENSG00000181804/ENSG00000114279/ENSG00000075711/ENSG00000157765/ENSG00000145349/ENSG00000256394/ENSG00000170482/ENSG00000002746/ENSG00000155886/ENSG00000151150/ENSG00000107593/ENSG00000165970/ENSG00000091664/ENSG00000137726/ENSG00000102452/ENSG00000102466/ENSG00000069869/ENSG00000108684/ENSG00000049759/ENSG00000089327/ENSG00000105675/ENSG00000158296",28
